Method,Path,Delegated Permissions,App Permissions,Owner,In v1.0,Has Granular Permissions,v1.0 + granular,Doc link
POST  ,/communications/getPresencesByUserId,Presence.Read.All,Not Supported,IC3,True,True,True,https://docs.microsoft.com/graph/api/cloudcommunications-getpresencesbyuserid?view=graph-rest-beta
GET   ,/communications/onlineMeetings/?$filter=VideoTeleconferenceId%20eq%20'{videoTeleconferenceId}',OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/communications/presences,Presence.Read  Presence.Read.All,Not Supported,IC3,True,True,True,https://docs.microsoft.com/graph/api/presence-get?view=graph-rest-beta
PUT   ,/groups/{id}/photo/$value,Contacts.ReadWrite,Contacts.ReadWrite,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/profilephoto-update?view=graph-rest-beta
PUT   ,/groups/{id}/team,Group.ReadWrite.All  Directory.ReadWrite.All,Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,False,False,https://docs.microsoft.com/graph/api/team-put-teams?view=graph-rest-beta
GET   ,/me/chats,Chat.ReadBasic  Chat.Read  Chat.ReadWrite,Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list?view=graph-rest-beta
GET   ,/me/chats/{id},Chat.ReadBasic  Chat.Read  Chat.ReadWrite,ChatSettings.Read.Chat  ChatSettings.ReadWrite.Chat  Chat.Manage.Chat  Chat.ReadBasic.All  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-get?view=graph-rest-beta
GET   ,/me/chats/{id}/messages,Chat.Read  Chat.ReadWrite,ChatMessage.Read.Chat  Chat.Read.All  Chat.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chat-list-messages?view=graph-rest-beta
GET   ,/me/chats/{id}/messages/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-get?view=graph-rest-beta
GET   ,/me/joinedTeams,Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All  User.Read.All  User.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All  User.Read.All  User.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/user-list-joinedteams?view=graph-rest-beta
GET   ,/me/onlineMeetings({id})/transcripts,OnlineMeetingTranscript.Read.All,OnlineMeetingTranscript.Read.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/calltranscript-get?view=graph-rest-beta
GET   ,/me/onlineMeetings?$filter=joinMeetingIdSettings/joinMeetingId%20eq%20'{joinMeetingId}',OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/me/onlineMeetings?$filter=JoinWebUrl%20eq%20'{joinWebUrl}',OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/me/onlineMeetings,OnlineMeetingTranscript.Read.All,OnlineMeetingTranscript.Read.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/onlinemeeting-list-transcripts?view=graph-rest-beta
POST  ,/me/onlineMeetings,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/application-post-onlinemeetings?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id},OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
PATCH ,/me/onlineMeetings/{id},OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-update?view=graph-rest-beta
DELETE,/me/onlineMeetings/{id},OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-delete?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/alternativeRecording,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/attendanceReports,OnlineMeetingArtifact.Read.All,OnlineMeetingArtifact.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/meetingattendancereport-list?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/attendanceReports/{reportId},OnlineMeetingArtifact.Read.All,OnlineMeetingArtifact.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/meetingattendancereport-get?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/attendanceReports/{reportId}/attendanceRecords,OnlineMeetingArtifact.Read.All,OnlineMeetingArtifact.Read.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/attendancerecord-list?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/attendeeReport,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/meetingAttendanceReport,OnlineMeetingArtifact.Read.All,OnlineMeetingArtifact.Read.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingattendancereport-get?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/recording,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetingArtifact.Read.All  OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/onlinemeeting-get?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/registration,OnlineMeetings.Read  OnlineMeetings.ReadWrite,OnlineMeetings.Read.All  OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistration-get?view=graph-rest-beta
POST  ,/me/onlineMeetings/{id}/registration,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistration-post?view=graph-rest-beta
PATCH ,/me/onlineMeetings/{id}/registration,OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistration-update?view=graph-rest-beta
DELETE,/me/onlineMeetings/{id}/registration,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistration-delete?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/registration/customQuestions/{id},OnlineMeetings.Read  OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistrationquestion-get?view=graph-rest-beta
PATCH ,/me/onlineMeetings/{id}/registration/customQuestions/{id},OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistrationquestion-update?view=graph-rest-beta
DELETE,/me/onlineMeetings/{id}/registration/customQuestions/{id},OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistrationquestion-delete?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/registration/microsoft.graph.meetingRegistration/customQuestions,OnlineMeetings.Read  OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistration-list-customquestions?view=graph-rest-beta
POST  ,/me/onlineMeetings/{id}/registration/microsoft.graph.meetingRegistration/customQuestions,OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/meetingregistration-post-customquestions?view=graph-rest-beta
GET   ,/me/onlineMeetings/{id}/registration/registrants,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistrant-list?view=graph-rest-beta
POST  ,/me/onlineMeetings/{id}/registration/registrants,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistrant-post?view=graph-rest-beta
DELETE,/me/onlineMeetings/{id}/registration/registrants/{registrantId},OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,False,True,False,https://docs.microsoft.com/graph/api/externalmeetingregistrant-delete?view=graph-rest-beta
GET   ,/me/onlineMeetings/{onlineMeetingId}/virtualAppointment,OnlineMeetings.ReadWrite  OnlineMeetings.Read,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/virtualappointment-get?view=graph-rest-beta
PATCH ,/me/onlineMeetings/{onlineMeetingId}/virtualAppointment,OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/virtualappointment-update?view=graph-rest-beta
PUT   ,/me/onlineMeetings/{onlineMeetingId}/virtualAppointment,OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/virtualappointment-put?view=graph-rest-beta
DELETE,/me/onlineMeetings/{onlineMeetingId}/virtualAppointment,OnlineMeetings.ReadWrite,Not supported,IC3,False,True,False,https://docs.microsoft.com/graph/api/virtualappointment-delete?view=graph-rest-beta
POST  ,/me/onlineMeetings/createOrGet,OnlineMeetings.ReadWrite,OnlineMeetings.ReadWrite.All,IC3,True,True,True,https://docs.microsoft.com/graph/api/onlinemeeting-createorget?view=graph-rest-beta
GET   ,/me/presence,Presence.Read  Presence.Read.All,Not Supported,IC3,True,True,True,https://docs.microsoft.com/graph/api/presence-get?view=graph-rest-beta
GET   ,/reports/getTeamsDeviceUsageDistributionTotalUserCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsdeviceusagedistributiontotalusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsDeviceUsageDistributionUserCounts,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsdeviceusagedistributionusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsDeviceUsageTotalUserCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsdeviceusagetotalusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsDeviceUsageUserCounts,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsdeviceusageusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsDeviceUsageUserDetail,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsdeviceusageuserdetail?view=graph-rest-beta
GET   ,/reports/getTeamsTeamActivityCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsteamactivitycounts?view=graph-rest-beta
GET   ,/reports/getTeamsTeamActivityDetail,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsteamactivitydetail?view=graph-rest-beta
GET   ,/reports/getTeamsTeamActivityDistributionCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsteamactivitydistributioncounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityCounts,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitycounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityDistributionTotalUserCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitydistributiontotalusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityDistributionUserCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitydistributionusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityTotalCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitytotalcounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityTotalDistributionCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitytotaldistributioncounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityTotalUserCounts,Reports.Read.All,Reports.Read.All,Reports,False,True,False,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivitytotalusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityUserCounts,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivityusercounts?view=graph-rest-beta
GET   ,/reports/getTeamsUserActivityUserDetail,Reports.Read.All,Reports.Read.All,Reports,True,True,True,https://docs.microsoft.com/graph/api/reportroot-getteamsuseractivityuserdetail?view=graph-rest-beta
GET   ,/team/{id}/photo,Contacts.Read  Contacts.ReadWrite,Contacts.Read  Contacts.ReadWrite,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/profilephoto-get?view=graph-rest-beta
GET   ,/team/{id}/photo/$value,Contacts.Read  Contacts.ReadWrite,Contacts.Read  Contacts.ReadWrite,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/profilephoto-get?view=graph-rest-beta
GET   ,/teams,Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All,Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/teams-list?view=graph-rest-beta
POST  ,/teams,Team.Create  Group.ReadWrite.All  Directory.ReadWrite.All,Team.Create  Teamwork.Migrate.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-post?view=graph-rest-beta
GET   ,/teams/{id},Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,TeamSettings.Read.Group  TeamSettings.ReadWrite.Group  Team.ReadBasic.All  TeamSettings.Read.All  TeamSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-get?view=graph-rest-beta
PATCH ,/teams/{id},TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamSettings.ReadWrite.Group  TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-update?view=graph-rest-beta
GET   ,/teams/{id}/allChannels,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-list-allchannels?view=graph-rest-beta
POST  ,/teams/{id}/archive,TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamSettings.ReadWrite.Group  TeamSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/team-archive?view=graph-rest-beta
GET   ,/teams/{id}/channels,Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,ChannelSettings.Read.Group  ChannelSettings.ReadWrite.Group  Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-list?view=graph-rest-beta
POST  ,/teams/{id}/channels,Channel.Create  Group.ReadWrite.All  Directory.ReadWrite.All,Channel.Create.Group  Channel.Create  Teamwork.Migrate.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-post?view=graph-rest-beta
GET   ,/teams/{id}/channels/{channelId}/filesFolder,Files.Read  Files.ReadWrite  Files.Read.All  Files.ReadWrite.All </br>Group.Read.All  Group.ReadWrite.All </br>Sites.Read.All  Sites.ReadWrite.All,Files.Read.All  Files.ReadWrite.All </br>Group.Read.All  Group.ReadWrite.All </br>Sites.Read.All  Sites.ReadWrite.All,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/driveitem-get?view=graph-rest-beta
POST  ,/teams/{id}/channels/{channelId}/messages/{messageId}/replies/{replyId}/softDelete,ChannelMessage.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chatmessage-softdelete?view=graph-rest-beta
POST  ,/teams/{id}/channels/{channelId}/messages/{messageId}/replies/{replyId}/undoSoftDelete,ChannelMessage.ReadWrite,Not supported,GraphFw,False,True,False,https://docs.microsoft.com/graph/api/chatmessage-undosoftdelete?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id},Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,ChannelSettings.Read.Group  ChannelSettings.ReadWrite.Group  Channel.ReadBasic.All  ChannelSettings.Read.All  ChannelSettings.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-get?view=graph-rest-beta
PATCH ,/teams/{id}/channels/{id},ChannelSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,ChannelSettings.ReadWrite.Group  ChannelSettings.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-patch?view=graph-rest-beta
DELETE,/teams/{id}/channels/{id},Channel.Delete.All  Group.ReadWrite.All  Directory.ReadWrite.All,Channel.Delete.Group  Channel.Delete.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-delete?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/completeMigration,Not supported,Teamwork.Migrate.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-completemigration?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/doesUserHaveAccess,ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-doesuserhaveaccess?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/filesFolder,Files.Read.All  Files.ReadWrite.All  Group.Read.All  Group.ReadWrite.All,File.Read.Group  Files.Read.All  Files.ReadWrite.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-get-filesfolder?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/members,ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-list-members?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/members,ChannelMember.ReadWrite.All,ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-post-members?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/members/{id},ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-get-members?view=graph-rest-beta
PATCH ,/teams/{id}/channels/{id}/members/{id},ChannelMember.ReadWrite.All,ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-update-members?view=graph-rest-beta
DELETE,/teams/{id}/channels/{id}/members/{id},ChannelMember.ReadWrite.All,ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-delete-members?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-list-messages?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/messages,ChannelMessage.Send  Group.ReadWrite.All,Teamwork.Migrate.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-post-messages?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-get?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/hostedContents,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-list-hostedcontents?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/hostedContents/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessagehostedcontent-get?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/replies,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-list-replies?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/messages/{id}/replies,ChannelMessage.Send  Group.ReadWrite.All,Teamwork.Migrate.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-post-replies?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/replies/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-get?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/replies/{id}/hostedContents,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-list-hostedcontents?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/{id}/replies/{id}/hostedContents/{id},ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessagehostedcontent-get?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/messages/delta,ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,ChannelMessage.Read.Group  ChannelMessage.Read.All  Group.Read.All  Group.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/chatmessage-delta?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/provisionEmail,ChannelSettings.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-provisionemail?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/removeEmail,ChannelSettings.ReadWrite.All,Not supported,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-removeemail?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/sharedWithTeams,ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/sharedwithchannelteaminfo-list?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/sharedWithTeams/{shared-with-channel-team-info-id},ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/sharedwithchannelteaminfo-get?view=graph-rest-beta
DELETE,/teams/{id}/channels/{id}/sharedWithTeams/{shared-with-channel-team-info-id},ChannelMember.ReadWrite.All,ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/sharedwithchannelteaminfo-delete?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/sharedWithTeams/{shared-with-channel-team-info-id}/allowedMembers,ChannelMember.Read.All  ChannelMember.ReadWrite.All,ChannelMember.Read.All  ChannelMember.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/sharedwithchannelteaminfo-list-allowedmembers?view=graph-rest-beta
GET   ,/teams/{id}/channels/{id}/tabs,TeamsTab.Read.All  TeamsTab.ReadWriteSelfForTeam  TeamsTab.ReadWriteForTeam  TeamsTab.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,TeamsTab.Read.Group  TeamsTab.ReadWrite.Group  TeamsTab.Read.All  TeamsTab.ReadWriteSelfForTeam.All  TeamsTab.ReadWriteForTeam.All  TeamsTab.ReadWrite.All  Group.Read.All  Group.ReadWrite.All  Directory.Read.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-list-tabs?view=graph-rest-beta
POST  ,/teams/{id}/channels/{id}/tabs,TeamsTab.Create  TeamsTab.ReadWriteSelfForTeam  TeamsTab.ReadWriteForTeam  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,TeamsTab.Create.Group  TeamsTab.Create  TeamsTab.ReadWriteSelfForTeam.All  TeamsTab.ReadWriteForTeam.All  TeamsTab.ReadWrite.All  Group.ReadWrite.All  Directory.ReadWrite.All,GraphFw,True,True,True,https://docs.microsoft.com/graph/api/channel-post-tabs?view=graph-rest-beta
